sub trial_no group_type block_type prime target mask1 mask2 congruency key_press key_error time_error RT
30 41 LeftSmaller PercIExp Prime_4N Target_9N JCGDHek gMALIhc Incongruent right error Normal 872
30 42 LeftSmaller PercIExp Prime_9A Target_6A hEIdLFA fkEMKlH Congruent right correct Normal 1119
30 43 LeftSmaller PercIExp Prime_4A Target_6N flmkLIe AlLBamE Incongruent left correct Normal 805
30 44 LeftSmaller PercIExp Prime_9N Target_9N fbEaHBd GahDCJm Congruent left error Normal 1099
30 45 LeftSmaller PercIExp Prime_1N Target_1N cMCJKIk HahEIBL Congruent left correct Normal 922
30 46 LeftSmaller PercIExp Prime_6N Target_6N bIFkHBj jKbBHDE Congruent left error Normal 776
30 47 LeftSmaller PercIExp Prime_1N Target_6A HIjKckF AHdElbF Incongruent right error Normal 766
30 48 LeftSmaller PercIExp Prime_4A Target_1N ECBlhki CBJLGma Congruent right error Normal 1618
30 49 LeftSmaller PercIExp Prime_1A Target_4A gimKBJM dbmGhjA Congruent left correct Normal 1750
30 50 LeftSmaller PercIExp Prime_9N Target_1N MBIGEAg FMmIbKG Incongruent left error Normal 1604
30 51 LeftSmaller PercIExp Prime_6N Target_6A GdikhFL fEjDlLe Congruent left error Normal 726
30 52 LeftSmaller PercIExp Prime_1N Target_9A ecBhkKH HbAeKIM Incongruent right error Normal 698
30 53 LeftSmaller PercIExp Prime_6A Target_1N eEaifjk kMhKmad Incongruent left error Normal 1034
30 54 LeftSmaller PercIExp Prime_9A Target_4A AjbklmH iABhFld Incongruent left error Normal 1046
30 55 LeftSmaller PercIExp Prime_6N Target_4A BlEIDhm fMchHmi Incongruent right correct Normal 988
30 56 LeftSmaller PercIExp Prime_1N Target_9N cemahAf idkhJLG Incongruent right error Normal 822
30 57 LeftSmaller PercIExp Prime_4A Target_6A HgiaECk iIGlMed Incongruent left correct Normal 1149
30 58 LeftSmaller PercIExp Prime_4N Target_9A efMCAjL fFekiHM Incongruent right error Normal 1379
30 59 LeftSmaller PercIExp Prime_9A Target_1A EBjIHbK DjFCliH Incongruent left error Normal 1561
30 60 LeftSmaller PercIExp Prime_4A Target_9A DGaibHe MaBhCGe Incongruent right error Normal 1962
30 61 LeftSmaller PercIExp Prime_9A Target_6N gBdHIDk HKbFELc Congruent left error Normal 1529
30 62 LeftSmaller PercIExp Prime_9N Target_4N KcLehEm ECLFeGH Incongruent left error Normal 1247
30 63 LeftSmaller PercIExp Prime_4A Target_4N gkLIcjf mBfcCJK Congruent right error Normal 1161
30 64 LeftSmaller PercIExp Prime_6N Target_1A dJhciaM IdckGag Incongruent left error Normal 1225
30 65 LeftSmaller PercIExp Prime_1A Target_9N ciLfDhB ehmfIAF Incongruent right error Normal 1525
30 66 LeftSmaller PercIExp Prime_9N Target_9A iDEKMaH IiBHchk Congruent left error Normal 1140
30 67 LeftSmaller PercIExp Prime_4N Target_6A IMFDlAf hGlKaAJ Incongruent right error Normal 1934
30 68 LeftSmaller PercIExp Prime_1A Target_6A IAjaicd CkgmlIK Incongruent right error Normal 1279
30 69 LeftSmaller PercIExp Prime_6A Target_9A MeiAHBj aegbGMl Congruent left error Normal 1303
30 70 LeftSmaller PercIExp Prime_4N Target_4N BdmkabK JfkCcBh Congruent left correct Normal 1754
30 71 LeftSmaller PercIExp Prime_1N Target_4A ijkICFm JKgfjkB Congruent left correct Normal 1035
30 72 LeftSmaller PercIExp Prime_6A Target_9N bHiFICk BHCMmLJ Congruent right correct Normal 1138
30 73 LeftSmaller PercIExp Prime_4A Target_9N febCDMg aCemdgI Incongruent right error Normal 1747
30 74 LeftSmaller PercIExp Prime_1A Target_9A hCHJflL BdFgEma Incongruent left correct Normal 1202
30 75 LeftSmaller PercIExp Prime_6N Target_9N mlHBjKI MJbAdBK Congruent left error Normal 1708
30 76 LeftSmaller PercIExp Prime_9N Target_6N KDGeFfl akJbLBg Congruent right correct Normal 1769
30 77 LeftSmaller PercIExp Prime_9A Target_1N egMAJGd cCkBebD Incongruent left error Normal 769
30 78 LeftSmaller PercIExp Prime_1A Target_6N BcjEMLb fmdlagc Incongruent right error Normal 1773
30 79 LeftSmaller PercIExp Prime_6A Target_4A gBkDMbI gaecMFh Incongruent left error Normal 952
30 80 LeftSmaller PercIExp Prime_1N Target_6N iDIGElH LmEkAjc Incongruent right error Normal 2536
30 81 LeftSmaller PercIExp Prime_1N Target_1N ldbaBEK GlaBdem Congruent right error Normal 746
30 82 LeftSmaller PercIExp Prime_1N Target_6A CdKMBga cIlihAF Incongruent right error Normal 870
30 83 LeftSmaller PercIExp Prime_4A Target_9N ciKIHmG iacdDAI Incongruent left correct Normal 1058
30 84 LeftSmaller PercIExp Prime_1A Target_4N LfaKkCl aKmAEbe Congruent left correct Normal 1491
30 85 LeftSmaller PercIExp Prime_1A Target_4A LdBfCmH fMALFhg Congruent right error Normal 2230
30 86 LeftSmaller PercIExp Prime_1N Target_9N bDaFIEA CkDgime Incongruent left correct Normal 1725
30 87 LeftSmaller PercIExp Prime_1N Target_4A GhjaAEM KbfMDBL Congruent left correct Normal 828
30 88 LeftSmaller PercIExp Prime_4N Target_4N BeKfiac kAfEFmb Congruent left correct Normal 1888
30 89 LeftSmaller PercIExp Prime_9A Target_1A dLaBjKE EKcJMDk Incongruent left error Normal 1042
30 90 LeftSmaller PercIExp Prime_9A Target_9A LDlHFjf kbDlaFd Congruent right correct Normal 1124
30 91 LeftSmaller PercIExp Prime_4A Target_4A BfEGeCi bBfMcik Congruent left correct Normal 1860
30 92 LeftSmaller PercIExp Prime_4A Target_6N fLJBeMD FbGHacC Incongruent left correct Normal 1124
30 93 LeftSmaller PercIExp Prime_1A Target_1A lIJgfcb AHFfjBc Congruent left correct Normal 1333
30 94 LeftSmaller PercIExp Prime_9A Target_6N mafchKd leacbKH Congruent right correct Normal 990
30 95 LeftSmaller PercIExp Prime_9A Target_4A kiCmjJA aJGelKb Incongruent right correct Normal 1272
30 96 LeftSmaller PercIExp Prime_6A Target_6A JdLDKFE mKHClib Congruent right correct Normal 2958
30 97 LeftSmaller PercIExp Prime_6N Target_1A daHImlk BLHJhCk Incongruent left error Normal 1064
30 98 LeftSmaller PercIExp Prime_1A Target_6N BDJEIHg mAGLBjg Incongruent right error Normal 1976
30 99 LeftSmaller PercIExp Prime_9N Target_1N JlcfIAa eBJCgIi Incongruent right correct Normal 1470
30 100 LeftSmaller PercIExp Prime_9A Target_1N kJFBMaj IBCgmia Incongruent left error Normal 1119
30 101 LeftSmaller PercIExp Prime_4A Target_4N bGJiBkD CkBDKME Congruent right error Normal 1855
30 102 LeftSmaller PercIExp Prime_6A Target_4N GFIhDCd gdcbkMi Incongruent right correct Normal 1157
30 103 LeftSmaller PercIExp Prime_4N Target_9N CiKgafL aHEKFhk Incongruent right error Normal 1385
30 104 LeftSmaller PercIExp Prime_1A Target_9A dhgbIGD KLGMcFj Incongruent left correct Normal 1305
30 105 LeftSmaller PercIExp Prime_4N Target_6N HbBJgFf AMLKcJa Incongruent left correct Normal 1182
30 106 LeftSmaller PercIExp Prime_9N Target_9N KbgiAaM dcgeBEb Congruent right correct Normal 1358
30 107 LeftSmaller PercIExp Prime_6N Target_4N EfabJdH jIkcMda Incongruent left error Normal 1772
30 108 LeftSmaller PercIExp Prime_6A Target_4A GciKlmb IamklLb Incongruent left error Normal 1491
30 109 LeftSmaller PercIExp Prime_6N Target_9A hJDMmiG HlCJBKL Congruent left error Normal 873
30 110 LeftSmaller PercIExp Prime_6N Target_6N MmJjlEL KGbidBE Congruent left error Normal 1079
30 111 LeftSmaller PercIExp Prime_4N Target_1N gkeCiKI aehMlAi Congruent right error Normal 1066
30 112 LeftSmaller PercIExp Prime_1N Target_1A klDgCef cIEmiCl Congruent right error Normal 1369
30 113 LeftSmaller PercIExp Prime_6A Target_9A KmDfJBE jfhDIBC Congruent right correct Normal 1262
30 114 LeftSmaller PercIExp Prime_4N Target_9A LAfljmb EAfKMBm Incongruent left correct Normal 1138
30 115 LeftSmaller PercIExp Prime_4A Target_1A faAgBIb eLgjFHb Congruent right error Normal 1060
30 116 LeftSmaller PercIExp Prime_9N Target_9A jaLmbif HJBabKd Congruent right correct Normal 1324
30 117 LeftSmaller PercIExp Prime_1N Target_9A BIJciAa GKaJBLb Incongruent left correct Normal 610
30 118 LeftSmaller PercIExp Prime_4N Target_1A cbEeHgI KdMLCAI Congruent left correct Normal 1573
30 119 LeftSmaller PercIExp Prime_6A Target_1N KAdcfbL GFekmCa Incongruent right correct Normal 1371
30 120 LeftSmaller PercIExp Prime_4A Target_6A FkEgmBa mAlIjEB Incongruent left correct Normal 1466
30 121 LeftSmaller PercIExp Prime_9N Target_4N eajLDJb gciFDbd Incongruent right correct Normal 1340
30 122 LeftSmaller PercIExp Prime_9N Target_1A faImBhL BaEfMLA Incongruent left error Normal 2348
30 123 LeftSmaller PercIExp Prime_6N Target_9N fbmakic KmEjJak Congruent right correct Normal 1963
30 124 LeftSmaller PercIExp Prime_1N Target_4N EjJIALC FihMKdc Congruent left correct Normal 2498
30 125 LeftSmaller PercIExp Prime_4A Target_1N BfFJcaj eklHdDh Congruent right error Normal 2024
30 126 LeftSmaller PercIExp Prime_4A Target_9A ACidGDc kIhmdcC Incongruent right error Normal 4040
30 127 LeftSmaller PercIExp Prime_9A Target_6A CflaDim jiEhAGL Congruent left error Normal 2140
30 128 LeftSmaller PercIExp Prime_1A Target_9N dhLIceE kDljaLG Incongruent right error Normal 3330
30 129 LeftSmaller PercIExp Prime_6A Target_6N GFkecfd EiAbJjB Congruent right correct Normal 1009
30 130 LeftSmaller PercIExp Prime_9N Target_6A mHfhldJ BaGlMLh Congruent right correct Normal 1303
30 131 LeftSmaller PercIExp Prime_6A Target_1A DBKJMaH bAkCeGj Incongruent left error Normal 1330
30 132 LeftSmaller PercIExp Prime_9A Target_9N dJcAfmB iCIgGKk Congruent left error Normal 1311
30 133 LeftSmaller PercIExp Prime_9N Target_4A bichALg fmjALgB Incongruent right correct Normal 1346
30 134 LeftSmaller PercIExp Prime_6N Target_4A emIfACK MbJEhBI Incongruent right correct Normal 2226
30 135 LeftSmaller PercIExp Prime_6A Target_9N JBFAhjE GhKEBJd Congruent left error Normal 2044
30 136 LeftSmaller PercIExp Prime_1A Target_1N iFBmgAb GCkehcF Congruent right error Normal 1595
30 137 LeftSmaller PercIExp Prime_9A Target_4N mgfDidh ICmDAJe Incongruent left error Normal 1313
30 138 LeftSmaller PercIExp Prime_4N Target_6A EaIhemK jmgGBfc Incongruent left correct Normal 1099
30 139 LeftSmaller PercIExp Prime_9N Target_6N IEbmicL HdKAiIc Congruent right correct Normal 1864
30 140 LeftSmaller PercIExp Prime_1A Target_6A GBDmCjM IDMJFeh Incongruent right error Normal 2731
30 141 LeftSmaller PercIExp Prime_6N Target_1N hGiCMDk HJAIbhC Incongruent left error Normal 1500
30 142 LeftSmaller PercIExp Prime_1N Target_6N IgGCcmh FAmlEkI Incongruent right error Normal 1696
30 143 LeftSmaller PercIExp Prime_6N Target_6A IElGAgd LEcfJgm Congruent left error Normal 1711
30 144 LeftSmaller PercIExp Prime_4N Target_4A LicAGhF jcDheFH Congruent right error Normal 2375
30 145 LeftSmaller PercIExp Prime_9N Target_1N CdibIEJ hAIHDjE Incongruent left error Normal 1036
30 146 LeftSmaller PercIExp Prime_1A Target_9A lMbdiBL klCAmLF Incongruent right error Normal 704
30 147 LeftSmaller PercIExp Prime_9N Target_6A ckFBadK dIgaFbm Congruent right correct Normal 889
30 148 LeftSmaller PercIExp Prime_4N Target_6A AClEjic KJkafhG Incongruent right error Normal 887
30 149 LeftSmaller PercIExp Prime_4N Target_9N MhBDciA fecKJIE Incongruent right error Normal 1380
30 150 LeftSmaller PercIExp Prime_9A Target_6A HbIiKMg HFdBcGD Congruent right correct Normal 1893
30 151 LeftSmaller PercIExp Prime_6N Target_9N DGMgALb IJdGhaE Congruent right correct Normal 1414
30 152 LeftSmaller PercIExp Prime_6A Target_9A IacGmkK ChjFLIH Congruent left error Normal 1587
30 153 LeftSmaller PercIExp Prime_6N Target_4A KgcMiHB fJiFEac Incongruent left error Normal 602
30 154 LeftSmaller PercIExp Prime_1A Target_6A IEbklKg BDfbEJg Incongruent right error Normal 1319
30 155 LeftSmaller PercIExp Prime_9N Target_9N feLjCkc eKLDCiM Congruent right correct Normal 1041
30 156 LeftSmaller PercIExp Prime_1A Target_6N FdIgkHL kMKHfDE Incongruent right error Normal 1157
30 157 LeftSmaller PercIExp Prime_6N Target_4N aflGecD DBCEegh Incongruent left error Normal 960
30 158 LeftSmaller PercIExp Prime_1N Target_6A fKhJmAC MImLkbf Incongruent left correct Normal 707
30 159 LeftSmaller PercIExp Prime_6N Target_6A DhCkGLE JgBdbcK Congruent left error Normal 807
30 160 LeftSmaller PercIExp Prime_4A Target_1N FebLhcB jkCgfKb Congruent left correct Normal 586
30 161 LeftSmaller PercIExp Prime_6N Target_9A JACFfIc jaGdKHL Congruent right correct Normal 863
30 162 LeftSmaller PercIExp Prime_9A Target_1A jbclEGK eHlBhcL Incongruent left error Normal 1244
30 163 LeftSmaller PercIExp Prime_1N Target_1A dkbHBAm elCKdmi Congruent left correct Normal 860
30 164 LeftSmaller PercIExp Prime_1N Target_4N cFDbHBi AkKdeMl Congruent right error Normal 817
30 165 LeftSmaller PercIExp Prime_1N Target_1N LHCaMAg ceCibjH Congruent right error Normal 1204
30 166 LeftSmaller PercIExp Prime_6A Target_1N BHCAEba HmFCbjM Incongruent left error Normal 1509
30 167 LeftSmaller PercIExp Prime_9A Target_6N IgBJbaj faglLGd Congruent left error Normal 1493
30 168 LeftSmaller PercIExp Prime_4N Target_4A DHhMcEa KLlGfMm Congruent right error Normal 708
30 169 LeftSmaller PercIExp Prime_6N Target_1A gEdbKlf hjHfmgi Incongruent right correct Normal 1221
30 170 LeftSmaller PercIExp Prime_4N Target_4N klCieJF JHMFdgL Congruent right error Normal 824
30 171 LeftSmaller PercIExp Prime_6A Target_6A gbBMDGI JMdBeiL Congruent left error Normal 1127
30 172 LeftSmaller PercIExp Prime_9N Target_1A Hmkibdc elfJdiK Incongruent right correct Normal 1296
30 173 LeftSmaller PercIExp Prime_9N Target_6N FdecGjk BlALkKF Congruent left error Normal 1025
30 174 LeftSmaller PercIExp Prime_6A Target_9N HALgjJd AKDJBMG Congruent left error Normal 1238
30 175 LeftSmaller PercIExp Prime_1A Target_1A KcBkLgI FhlgGMB Congruent right error Normal 1804
30 176 LeftSmaller PercIExp Prime_9A Target_9A lBKgiJm eidhJCj Congruent left error Normal 1495
30 177 LeftSmaller PercIExp Prime_6A Target_6N dILehjJ lbKFMIh Congruent left error Normal 3331
30 178 LeftSmaller PercIExp Prime_6N Target_6N dHmGJlg edmHFfk Congruent left error Normal 1342
30 179 LeftSmaller PercIExp Prime_9A Target_9N dMAfaBe MLmDhec Congruent right correct Normal 1140
30 180 LeftSmaller PercIExp Prime_4N Target_1N BmlAbMd EIdajCh Congruent right error Normal 1443
30 181 LeftSmaller PercIExp Prime_9N Target_4A FKkmiEe FmEkfDG Incongruent left error Normal 1418
30 182 LeftSmaller PercIExp Prime_1A Target_4A dDgafLb GcbKIMk Congruent right error Normal 1639
30 183 LeftSmaller PercIExp Prime_4A Target_6A kKaigmL EaCmfAH Incongruent left correct Normal 1226
30 184 LeftSmaller PercIExp Prime_4N Target_1A aDbAkFl AmFMLch Congruent left correct Normal 1254
30 185 LeftSmaller PercIExp Prime_1N Target_4A AhaJCLK agmLiAd Congruent right error Normal 1194
30 186 LeftSmaller PercIExp Prime_4A Target_9N FjACfGB eIMBiKh Incongruent left correct Normal 3768
30 187 LeftSmaller PercIExp Prime_9A Target_4A LAleMCh eaIABfc Incongruent left error Normal 4145
30 188 LeftSmaller PercIExp Prime_1N Target_9A jcBgelH AlbLBhk Incongruent right error Normal 2362
30 189 LeftSmaller PercIExp Prime_4N Target_6N aDJjhkB gFDimaG Incongruent left correct Normal 3238
30 190 LeftSmaller PercIExp Prime_4A Target_6N dMEGCJb cdAmiBC Incongruent left correct Normal 1319
30 191 LeftSmaller PercIExp Prime_4A Target_4N KaChcBd fBelbAj Congruent right error Normal 1684
30 192 LeftSmaller PercIExp Prime_4A Target_9A mMLbDCl fhBLgKH Incongruent left correct Normal 1081
30 193 LeftSmaller PercIExp Prime_1A Target_4N kjdcJmG kbdGHLF Congruent left correct Normal 1202
30 194 LeftSmaller PercIExp Prime_1N Target_9N GjCJBcF LdakEmD Incongruent left correct Normal 1523
30 195 LeftSmaller PercIExp Prime_4N Target_9A dkBDKfI LjFfahk Incongruent right error Normal 755
30 196 LeftSmaller PercIExp Prime_9N Target_4N iFKLBCl JcElage Incongruent left error Normal 1317
30 197 LeftSmaller PercIExp Prime_1A Target_9N jJDdGFK eJdflFc Incongruent left correct Normal 1004
30 198 LeftSmaller PercIExp Prime_1N Target_6N BMJHlac AijLEgH Incongruent right error Normal 1059
30 199 LeftSmaller PercIExp Prime_1A Target_1N madHbIh MamFkgH Congruent right error Normal 922
30 200 LeftSmaller PercIExp Prime_9A Target_4N lFfiAeB dghfCMa Incongruent right correct Normal 867
30 201 LeftSmaller PercIExp Prime_6A Target_1A mCKJDMa GLgKcmb Incongruent left error Normal 761
30 202 LeftSmaller PercIExp Prime_6N Target_1N HaCLDjK gHiGBjf Incongruent right correct Normal 1130
30 203 LeftSmaller PercIExp Prime_6A Target_4A ebGFgmc bJBgeiC Incongruent left error Normal 2620
30 204 LeftSmaller PercIExp Prime_4A Target_4A hadLfgG HGmkbBA Congruent right error Normal 1207
30 205 LeftSmaller PercIExp Prime_4A Target_1A ecfMbkB eGBciDJ Congruent left correct Normal 1597
30 206 LeftSmaller PercIExp Prime_9A Target_1N jbKfCdL jaKGEfC Incongruent right correct Normal 1649
30 207 LeftSmaller PercIExp Prime_6A Target_4N bMEdiBf jDAIElC Incongruent left error Normal 1699
30 208 LeftSmaller PercIExp Prime_9N Target_9A aBcbKFf cJgjaBK Congruent left error Normal 1340
30 209 LeftSmaller PercIExp Prime_4A Target_6N kLmdDHB cClEgfK Incongruent left correct Normal 1065
30 210 LeftSmaller PercIExp Prime_1A Target_6N cIaeGLB mGHLCKg Incongruent right error Normal 1207
30 211 LeftSmaller PercIExp Prime_1N Target_9N fliICMj fIlkGKd Incongruent left correct Normal 1497
30 212 LeftSmaller PercIExp Prime_6A Target_4N fKHbMFa LEcedfA Incongruent left error Normal 1376
30 213 LeftSmaller PercIExp Prime_6A Target_1A BCIELhK hecmdfA Incongruent right correct Normal 2784
30 214 LeftSmaller PercIExp Prime_9A Target_1N iakIdCh jDiGBMk Incongruent left error Normal 1516
30 215 LeftSmaller PercIExp Prime_4A Target_4A EBFDKfg CdGKIhL Congruent left correct Normal 1018
30 216 LeftSmaller PercIExp Prime_1N Target_4N BFJKGmI bglDkhH Congruent right error Normal 1667
30 217 LeftSmaller PercIExp Prime_4N Target_6N flhgJEC IBAmelK Incongruent right error Normal 1396
30 218 LeftSmaller PercIExp Prime_4N Target_9N CcgJAfD gDImMJc Incongruent left correct Normal 1355
30 219 LeftSmaller PercIExp Prime_6N Target_6A dflFBIm FEGabLm Congruent left error Normal 1337
30 220 LeftSmaller PercIExp Prime_1A Target_6A GFdLBlA mfAjKbi Incongruent right error Normal 1052
30 221 LeftSmaller PercIExp Prime_6N Target_4N IfFeaBi jeGcEJK Incongruent left error Normal 1170
30 222 LeftSmaller PercIExp Prime_9N Target_1N hcjfeBb kmFhHBG Incongruent left error Normal 918
30 223 LeftSmaller PercIExp Prime_1A Target_1N BjEDFic DmadCHF Congruent left correct Normal 940
30 224 LeftSmaller PercIExp Prime_1N Target_6A fKBeCGg kMEgeJm Incongruent left correct Normal 1135
30 225 LeftSmaller PercIExp Prime_4N Target_1A kJmlFdK eaKcbCG Congruent right error Normal 689
30 226 LeftSmaller PercIExp Prime_9A Target_1A ahiIDgB ImLkFGK Incongruent right correct Normal 695
30 227 LeftSmaller PercIExp Prime_4N Target_9A kljLGAi HEcabLK Incongruent left correct Normal 1109
30 228 LeftSmaller PercIExp Prime_1N Target_1A bCkhlae BkCElgI Congruent left correct Normal 1746
30 229 LeftSmaller PercIExp Prime_9N Target_1A dJfbmBD mjLleAC Incongruent left error Normal 758
30 230 LeftSmaller PercIExp Prime_6N Target_1N GjcJHbL ADmlCHe Incongruent right correct Normal 970
30 231 LeftSmaller PercIExp Prime_4A Target_4N kAliLgH mCMeEkd Congruent right error Normal 1030
30 232 LeftSmaller PercIExp Prime_4A Target_9N dFEbfae FdJbagK Incongruent left correct Normal 1093
30 233 LeftSmaller PercIExp Prime_1A Target_9A cmbCDag cjekGHi Incongruent left correct Normal 2203
30 234 LeftSmaller PercIExp Prime_4N Target_1N hEkIGdC kHFfKIG Congruent right error Normal 1004
30 235 LeftSmaller PercIExp Prime_1A Target_4N mMDLEjd clEbfLI Congruent right error Normal 1303
30 236 LeftSmaller PercIExp Prime_1N Target_4A hfdgalA HIkelFD Congruent right error Normal 1642
30 237 LeftSmaller PercIExp Prime_6N Target_9A LmkgfEI iMblLEa Congruent left error Normal 1460
30 238 LeftSmaller PercIExp Prime_1N Target_9A dgImAal HlamAdG Incongruent left correct Normal 1605
30 239 LeftSmaller PercIExp Prime_9N Target_4N gEkcABd hkAICHB Incongruent right correct Normal 1767
30 240 LeftSmaller PercIExp Prime_4N Target_6A KEIGmCJ AKicJCb Incongruent left correct Normal 1150
30 241 LeftSmaller PercIExp Prime_9N Target_4A hKLHkBE FlKEGem Incongruent right correct Normal 912
30 242 LeftSmaller PercIExp Prime_6N Target_9N iBgkjmd fkLDcIF Congruent right correct Normal 1318
30 243 LeftSmaller PercIExp Prime_9A Target_6A cElDIaj MElbIjJ Congruent right correct Normal 1439
30 244 LeftSmaller PercIExp Prime_4A Target_9A mHeCKcb gLefBMd Incongruent left correct Normal 2461
30 245 LeftSmaller PercIExp Prime_1A Target_9N GimfElh dbJfHam Incongruent right error Normal 1181
30 246 LeftSmaller PercIExp Prime_4N Target_4N DJeMCmI LBahdeA Congruent left correct Normal 1298
30 247 LeftSmaller PercIExp Prime_1A Target_1A JceIFdh IEabfiC Congruent left correct Normal 1123
30 248 LeftSmaller PercIExp Prime_4N Target_4A mDACkiG IKlkHGL Congruent right error Normal 774
30 249 LeftSmaller PercIExp Prime_9N Target_9A IHkbmAd CDfIkjm Congruent right correct Normal 927
30 250 LeftSmaller PercIExp Prime_9A Target_9N IJdeFjh bLIFlHE Congruent right correct Normal 2124
30 251 LeftSmaller PercIExp Prime_6A Target_1N JCAdgbG cJiDjGh Incongruent left error Normal 2394
30 252 LeftSmaller PercIExp Prime_1N Target_1N DHhEiLf FkLmGCh Congruent left correct Normal 1076
30 253 LeftSmaller PercIExp Prime_4A Target_6A jFHCLeK fceHLCj Incongruent right error Normal 1887
30 254 LeftSmaller PercIExp Prime_6N Target_4A JMcHmGg CAmiBJH Incongruent left error Normal 3123
30 255 LeftSmaller PercIExp Prime_9N Target_9N IAlDaEL gGBJcia Congruent left error Normal 2711
30 256 LeftSmaller PercIExp Prime_6A Target_4A AgIfmBC fbMFHlB Incongruent right correct Normal 2018
30 257 LeftSmaller PercIExp Prime_1A Target_4A LDAifch kJbLACf Congruent left correct Normal 3264
30 258 LeftSmaller PercIExp Prime_6A Target_9A MHEehaL KIdlFaB Congruent right correct Normal 2596
30 259 LeftSmaller PercIExp Prime_4A Target_1N FelgGAb cAhbGkg Congruent left correct Normal 1718
30 260 LeftSmaller PercIExp Prime_9N Target_6A GjmgJEe lHbBgmK Congruent left error Normal 1318
30 261 LeftSmaller PercIExp Prime_1N Target_6N keEFhjL hkJEBCl Incongruent left correct Normal 2849
30 262 LeftSmaller PercIExp Prime_9A Target_4A IckgClh lfkiAFd Incongruent right correct Normal 1392
30 263 LeftSmaller PercIExp Prime_9A Target_6N lmifheB KlLHImC Congruent left error Normal 2733
30 264 LeftSmaller PercIExp Prime_9A Target_9A iAjFEkI JAmKBHE Congruent right correct Normal 1350
30 265 LeftSmaller PercIExp Prime_6N Target_1A iCKDBjH adeiDGh Incongruent right correct Normal 2167
30 266 LeftSmaller PercIExp Prime_9A Target_4N bDGghBk GjfEmJg Incongruent left error Normal 1716
30 267 LeftSmaller PercIExp Prime_6A Target_9N DgcEdiF mFGbCJa Congruent right correct Normal 1858
30 268 LeftSmaller PercIExp Prime_6A Target_6A cgGLljJ FbIJMBD Congruent left error Normal 1751
30 269 LeftSmaller PercIExp Prime_6N Target_6N hdDBjEM gIkdhJj Congruent left error Normal 1241
30 270 LeftSmaller PercIExp Prime_6A Target_6N AgDkdeC mBjkhcG Congruent left error Normal 2431
30 271 LeftSmaller PercIExp Prime_9N Target_6N IiAckJC IiCaDJb Congruent left error Normal 1561
30 272 LeftSmaller PercIExp Prime_4A Target_1A cMghiEH BClmbaj Congruent right error Normal 1136
31 17 LeftLarger PercIExp Prime_9A Target_6A flBKFjh eHimLCf Congruent left correct Normal 532
31 18 LeftLarger PercIExp Prime_9A Target_4A FeciDmJ CLheEFA Incongruent right error Normal 639
31 19 LeftLarger PercIExp Prime_1N Target_1A mKbcglh hajLKCJ Congruent right correct Normal 693
31 20 LeftLarger PercIExp Prime_1A Target_9N kIeAKJH hcCGEkA Incongruent right correct Normal 813
31 21 LeftLarger PercIExp Prime_1N Target_9A IhAGdgC CfkhJiK Incongruent left error Normal 531
31 22 LeftLarger PercIExp Prime_1A Target_4A DJBdmCk bDEBegm Congruent left error Normal 1064
31 23 LeftLarger PercIExp Prime_9N Target_4A JibmleM fdAlHkF Incongruent right error Normal 1046
31 24 LeftLarger PercIExp Prime_1N Target_6N JeAfKij mJfBACG Incongruent left error Normal 1192
31 25 LeftLarger PercIExp Prime_9N Target_1N JhBjfKk jMfdFBl Incongruent right error Normal 826
31 26 LeftLarger PercIExp Prime_9A Target_9N MeEijJc jmchBLC Congruent right error Normal 572
31 27 LeftLarger PercIExp Prime_6A Target_9A mDLeaGk dbgfGKH Congruent left correct Normal 733
31 28 LeftLarger PercIExp Prime_4A Target_6A CDmbaei DjihkeM Incongruent right correct Normal 1032
31 29 LeftLarger PercIExp Prime_4N Target_4A mCGiBeH KmMcfLl Congruent right correct Normal 1019
31 30 LeftLarger PercIExp Prime_1N Target_4N BFGkeEl DcFikHf Congruent left error Normal 775
31 31 LeftLarger PercIExp Prime_1N Target_6A DaIgHBi MadfHAb Incongruent left error Normal 953
31 32 LeftLarger PercIExp Prime_6N Target_4N hILigFD KDfcLGb Incongruent right error Normal 1128
31 33 LeftLarger PercIExp Prime_4A Target_6N ghJKjLc eMjakBG Incongruent right correct Normal 1339
31 34 LeftLarger PercIExp Prime_9A Target_9A ciCFGfL LkiDfAI Congruent left correct Normal 1048
31 35 LeftLarger PercIExp Prime_4N Target_9N kfJeAHc cIElAFC Incongruent right correct Normal 655
31 36 LeftLarger PercIExp Prime_9A Target_4N LfhkHJE mbMEHhC Incongruent left correct Normal 1165
31 37 LeftLarger PercIExp Prime_6A Target_1A kJIKeEi GKjgbJa Incongruent right error Normal 1438
31 38 LeftLarger PercIExp Prime_9A Target_6N fCJdEGm ckFIjdl Congruent right error Normal 1235
31 39 LeftLarger PercIExp Prime_4A Target_1A MlFKLdb CbGchMH Congruent right correct Normal 1054
31 40 LeftLarger PercIExp Prime_4N Target_1A aFDehKH DaegEbh Congruent left error Normal 866
31 41 LeftLarger PercIExp Prime_4A Target_9N dKfMkEF JiIGckE Incongruent right correct Normal 989
31 42 LeftLarger PercIExp Prime_4A Target_9A CiBfhGm IbBdCha Incongruent left error Normal 697
31 43 LeftLarger PercIExp Prime_4N Target_6A mabeFlE DgCaGck Incongruent left error Normal 715
31 44 LeftLarger PercIExp Prime_9N Target_6N JABlfkM HBaJjEc Congruent right error Normal 589
